,Title,PMID,Authors,Citation,First_Author,Journal/Book,Publication_Year/Date,PMCID,DOI,Keywords,N_Citations,Authors/Affiliations
10,Comparative membrane lipidomics of hepatocellular carcinoma cells reveals diacylglycerol and ceramide as key regulators of Wnt/β-catenin signaling and tumor growth,37699867,"Azbazdar Y, Demirci Y, Heger G, Ipekgil D, Karabicici M, Ozhan G",Mol Oncol. 2023 Sep 12. doi: 10.1002/1878-0261.13520,Azbazdar Y,Mol Oncol,"2023, 09/12/2023",,10.1002/1878-0261.13520,"Wnt/β-catenin pathway, ceramide, comparative lipidome profiling, diacylglycerol, hepatocellular carcinoma, plasma membrane",0,"{'Yagmur Azbazdar': ['Izmir Biomedicine and Genome Center (IBG), Dokuz Eylul University Health Campus, Izmir, Turkey.', 'Izmir International Biomedicine and Genome Institute (IBG-Izmir), Dokuz Eylul University, Izmir, Turkey.'], 'Yeliz Demirci': ['Izmir Biomedicine and Genome Center (IBG), Dokuz Eylul University Health Campus, Izmir, Turkey.', 'Izmir International Biomedicine and Genome Institute (IBG-Izmir), Dokuz Eylul University, Izmir, Turkey.'], 'Guillaume Heger': ['École Centrale de Nantes, France.'], 'Dogac Ipekgil': ['Izmir Biomedicine and Genome Center (IBG), Dokuz Eylul University Health Campus, Izmir, Turkey.', 'Izmir International Biomedicine and Genome Institute (IBG-Izmir), Dokuz Eylul University, Izmir, Turkey.'], 'Mustafa Karabicici': ['Izmir Biomedicine and Genome Center (IBG), Dokuz Eylul University Health Campus, Izmir, Turkey.', 'Izmir International Biomedicine and Genome Institute (IBG-Izmir), Dokuz Eylul University, Izmir, Turkey.'], 'Gunes Ozhan': ['Izmir Biomedicine and Genome Center (IBG), Dokuz Eylul University Health Campus, Izmir, Turkey.', 'Izmir International Biomedicine and Genome Institute (IBG-Izmir), Dokuz Eylul University, Izmir, Turkey.']}"
11,Research trends and hotspots on the links between caveolin and cancer: bibliometric and visual analysis from 2003 to 2022,37576808,"Tan Y, Song Q",Front Pharmacol. 2023 Jul 28;14:1237456. doi: 10.3389/fphar.2023.1237456,Tan Y,Front Pharmacol,"2023, 07/28/2023",PMC10416243,10.3389/fphar.2023.1237456,"CiteSpace, R-bibliometrix, VOSviewer, bibliometric analysis, cancer, caveolin, visualization",0,"{'Yaqian Tan': ['Department of Pharmacy, The Affiliated Brain Hospital of Guangzhou Medical University, Guangzhou, China.'], 'Qi Song': ['Department of Pharmacy, Affiliated Cancer Hospital and Institute of Guangzhou Medical University, Guangzhou, China.']}"
12,Caveolin-1 protein expression as a prognostic biomarker of gastrointestinal tumours: A systematic review and meta-analysis,37497737,"Kamposioras K, Dinas PC, Barriuoso J, Trachana V, Dimas K",Eur J Clin Invest. 2023 Jul 27:e14065. doi: 10.1111/eci.14065,Kamposioras K,Eur J Clin Invest,"2023, 07/27/2023",,10.1111/eci.14065,"biomarker, caveolin-1, gastrointestinal cancers, meta-analysis, prognosis, survival",0,"{'Konstantinos Kamposioras': ['The Christie NHS Foundation Trust, Manchester, UK.'], 'Petros C Dinas': ['FAME Laboratory, Department of Physical Education and Sport Science, University of Thessaly, Volos, Greece.'], 'Jorge Barriuoso': ['The Christie NHS Foundation Trust, Manchester, UK.', 'Division of Cancer Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, UK.'], 'Varvara Trachana': ['Department of Biology, Faculty of Medicine, School of Health Sciences, University of Thessaly, Volos, Greece.'], 'Konstantinos Dimas': ['Department of Pharmacology, Faculty of Medicine, School of Health Sciences, University of Thessaly, Volos, Greece.']}"
13,CAV1 Impacts the Tumor Immune Microenvironment and Has Potential Value of Predicting Response to Immunotherapy in Esophageal Cancer,36638349,"Zhang R, Wang H, Xiao J, Lu J, Li M, Zhou Y, Sun H, Liu L, Huang T, Zhao Q",DNA Cell Biol. 2023 Jan;42(1):27-42. doi: 10.1089/dna.2022.0025,Zhang R,DNA Cell Biol,2023,,10.1089/dna.2022.0025,"CAV1, TIDE, TME, esophageal cancer, immune cells infiltration",0,"{'Runan Zhang': ['Department of Gastroenterology, Zhongnan Hospital of Wuhan University, Wuhan, China.', 'Hubei Clinical Center and Key Lab of Intestinal and Colorectal Diseases, Wuhan, China.'], 'Haizhou Wang': ['Department of Gastroenterology, Zhongnan Hospital of Wuhan University, Wuhan, China.', 'Hubei Clinical Center and Key Lab of Intestinal and Colorectal Diseases, Wuhan, China.'], 'Jun Xiao': ['Department of Gastroenterology, Zhongnan Hospital of Wuhan University, Wuhan, China.', 'Hubei Clinical Center and Key Lab of Intestinal and Colorectal Diseases, Wuhan, China.'], 'Jie Lu': ['Hubei Aerospace Hospital, Xiaogan, Hubei, China.'], 'Menglin Li': ['Hubei Aerospace Hospital, Xiaogan, Hubei, China.'], 'You Zhou': ['Hubei Aerospace Hospital, Xiaogan, Hubei, China.'], 'He Sun': ['Hubei Aerospace Hospital, Xiaogan, Hubei, China.'], 'Lan Liu': ['Department of Gastroenterology, Zhongnan Hospital of Wuhan University, Wuhan, China.', 'Hubei Clinical Center and Key Lab of Intestinal and Colorectal Diseases, Wuhan, China.'], 'Tizheng Huang': ['Hubei Aerospace Hospital, Xiaogan, Hubei, China.'], 'Qiu Zhao': ['Department of Gastroenterology, Zhongnan Hospital of Wuhan University, Wuhan, China.', 'Hubei Clinical Center and Key Lab of Intestinal and Colorectal Diseases, Wuhan, China.']}"
14,"Expression of Cav-1, MCT1, and MCT4 in Ductal Carcinoma In Situ of the Breast and Their Associations With Clinicopathologic Features",36867736,"Kim NI, Park MH, Lee JS",Appl Immunohistochem Mol Morphol. 2023 Apr 1;31(4):204-212. doi: 10.1097/PAI.0000000000001106,Kim NI,Appl Immunohistochem Mol Morphol,"2023, 04/01/2023",,10.1097/PAI.0000000000001106,"Loss of caveolin-1 (Cav-1) and upregulation of monocarboxylate transporters (MCTs, especially MCT1 and MCT4) in respectively tumor-associated stromal cells and malignant epithelial cells of invasive carcinoma have been found to play an important role in the metabolic coupling However, this phenomenon has only been scarcely described in pure ductal carcinoma in situ (DCIS) of the breast mRNA and protein expression levels of Cav-1, MCT1, and MCT4 in nine pairs of DCIS tissues and matched normal tissues were examined by quantitative real-time polymerase chain reaction, RNAscope in situ hybridization, and immunohistochemistry Immunohistochemical staining of Cav-1, MCT1, and MCT4 in 79 DCIS samples was also done using tissue microarray Cav-1 mRNA expression was significantly lower in DCIS tissues than in their corresponding normal tissues In contrast, MCT1 and MCT4 mRNA expression levels were higher in DCIS tissues than in corresponding normal tissues Low stromal Cav-1 expression was significantly associated with high nuclear grade High epithelial MCT4 expression was associated with larger tumor size and human epidermal growth factor 2 positivity At a mean follow-up of 10 years, patients with high epithelial MCT1/high epithelial MCT4 expression showed shorter disease-free survival than those with other expressions No significant association was observed between stromal Cav-1 expression and epithelial MCT 1 or MCT4 expression Changes in Cav-1, MCT1, and MCT4 are associated with carcinogenesis of DCIS A high epithelial MCT1/high epithelial MCT4 expression might be associated with a more aggressive phenotype",0,"{'Nah Ihm Kim': ['Pathology.'], 'Min Ho Park': ['Surgery, Chonnam National University Medical School, Gwangju, South Korea.'], 'Ji Shin Lee': ['Pathology.']}"
15,TP53 Induced Glycolysis and Apoptosis Regulator and Monocarboxylate Transporter 4 drive metabolic reprogramming with c-MYC and NFkB activation in breast cancer,37497753,"Roche ME, Ko YH, Domingo-Vidal M, Lin Z, Whitaker-Menezes D, Birbe RC, Tuluc M, Győrffy B, Caro J, Philp NJ, Bartrons R, Martinez-Outschoorn U",Int J Cancer. 2023 Nov 1;153(9):1671-1683. doi: 10.1002/ijc.34660,Roche ME,Int J Cancer,"2023, 11/01/2023",,10.1002/ijc.34660,"TP53 induced glycolysis and apoptosis regulator, c-MYC, glycolysis, metabolic heterogeneity, mitochondrial metabolism, monocarboxylate transporter 4",0,"{'Megan E Roche': ['Department of Medical Oncology, Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.'], 'Ying-Hui Ko': ['Department of Biochemistry and Molecular Biology, Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.'], 'Marina Domingo-Vidal': ['Immunology, Microenvironment & Metastasis Program, Wistar Institute, Philadelphia, Pennsylvania, USA.'], 'Zhao Lin': ['Department of Medical Oncology, Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.'], 'Diana Whitaker-Menezes': ['Department of Medical Oncology, Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.'], 'Ruth C Birbe': ['Department of Pathology, Cooper University Hospital, Camden, New Jersey, USA.'], 'Madalina Tuluc': ['Department of Pathology, Anatomy and Cell Biology, Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.'], 'Balázs Győrffy': ['MTA TTK Lendület Cancer Biomarker Research Group, Institute of Enzymology, Budapest, Hungary.', 'Semmelweis University 2nd Department of Pediatrics, Budapest, Hungary.'], 'Jaime Caro': ['Department of Medicine, Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.'], 'Nancy J Philp': ['Department of Pathology, Anatomy and Cell Biology, Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.'], 'Ramon Bartrons': ['Department of Physiological Sciences, University of Barcelona, Barcelona, Spain.'], 'Ubaldo Martinez-Outschoorn': ['Department of Medical Oncology, Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.']}"
16,Heterogeneity of the Tumor Microenvironment Across Molecular Subtypes of Breast Cancer,37358863,"Kashyap D, Bal A, Irinike S, Khare S, Bhattacharya S, Das A, Singh G",Appl Immunohistochem Mol Morphol. 2023 Sep 1;31(8):533-543. doi: 10.1097/PAI.0000000000001139,Kashyap D,Appl Immunohistochem Mol Morphol,"2023, 09/01/2023",,10.1097/PAI.0000000000001139,"Breast cancer is a heterogenous disease at the molecular level thus, it can be hypothesized that different molecular subtypes differ in their tumor microenvironment (TME) also Understanding the TME heterogeneity may provide new prognostic biomarkers and new targets for cancer therapy For deciphering heterogeneity in the TME, immunohistochemistry for immune markers (CD3, CD4, CD8, CD68, CD163, and programmed death-ligand 1), Cancer-associated fibroblast markers [anti-fibroblast activating protein α (FAP-α), platelet-derived growth factor receptor α (PDGFR-α), S100A4, Neuron-glial antigen 2, and Caveolin-1], and angiogenesis (CD31) was performed on tissue microarrays of different molecular subtypes of breast cancer High CD3 + T cells were noted in the Luminal B subtype ( P =0002) of which the majority were CD8 + cytotoxic T cells Programmed death-ligand 1 expression in immune cells was highest in the human epidermal growth factor receptor 2 (Her-2)-positive and Luminal B subtypes compared with the triple-negative breast cancer (TNBC) subtype ( P =0003) Her-2 subtype is rich in M2 tumor-associated macrophages ( P =0000) compared with TNBC and Luminal B subtypes M2 immune microenvironment correlated with high tumor grade and high Ki-67 Her-2 and TNBC subtypes are rich in extracellular matrix remodeling (FAP-α, P =0003), angiogenesis-promoting (PDGFR-α, P =0000) and invasion markers (Neuron-glial antigen 2, P =0000, S100A4, P =007) compared with Luminal subtypes Mean Microvessel density showed an increasing trend: Luminal A>Luminal B>Her-2 positive>TNBC, however, this difference was not statistically significant The cancer-associated fibroblasts (FAP-α, PDGFR-α, and Neuron-glial antigen 2) showed a positive correlation with lymph node metastasis in specific subtypes Immune cells, tumor-associated macrophage, and cancer-associated fibroblast-related s tromal markers showed higher expression in Luminal B, Her-2 positive, and TNBC respectively This differential expression of different components of TME indicates heterogeneity of the TME across molecular subtypes of breast cancer",0,"{'Dharambir Kashyap': ['Departments of Histopathology.'], 'Amanjit Bal': ['Departments of Histopathology.'], 'Santosh Irinike': ['General Surgery.'], 'Siddhant Khare': ['General Surgery.'], 'Shalmoli Bhattacharya': ['Biophysics, Postgraduate Institute of Medical Education and Research (PGIMER), Chandigarh, India.'], 'Ashim Das': ['Departments of Histopathology.'], 'Gurpreet Singh': ['General Surgery.']}"
17,The influence of selected microRNAs on the expression profile of genes and proteins related to the tumor necrosis factor-alpha signaling pathways in endometrioid endometrial cancer,37233761,"Zmarzły N, Januszyk S, Mieszczański P, Czarniecka J, Bednarska-Czerwińska A, Boroń D, Oplawski M, Grabarek BO",J Cancer Res Clin Oncol. 2023 Sep;149(12):9679-9689. doi: 10.1007/s00432-023-04863-3,Zmarzły N,J Cancer Res Clin Oncol,2023,PMC10423110,10.1007/s00432-023-04863-3,"Endometrial cancer, Expression profile, TNF signaling, TNF-α, miRNA",0,"{'Nikola Zmarzły': ['Department of Histology, Cytophysiology and Embryology, Faculty of Medicine in Zabrze, Academy of Silesia in Katowice, 41-800, Zabrze, Poland. nikola.zmarzly@gmail.com.', 'Department of Gynecology and Obstetrics, Faculty of Medicine in Zabrze, Academy of Silesia in Katowice, 41-800, Zabrze, Poland. nikola.zmarzly@gmail.com.'], 'Szymon Januszyk': ['ICZ Healthcare Hospital in Zywiec, 34-300, Zywiec, Poland.'], 'Paweł Mieszczański': ['Hospital of Ministry of Interior and Administration, 40-052, Katowice, Poland.'], 'Justyna Czarniecka': ['Department of Histology, Cytophysiology and Embryology, Faculty of Medicine in Zabrze, Academy of Silesia in Katowice, 41-800, Zabrze, Poland.'], 'Anna Bednarska-Czerwińska': ['Department of Histology, Cytophysiology and Embryology, Faculty of Medicine in Zabrze, Academy of Silesia in Katowice, 41-800, Zabrze, Poland.', 'Gyncentrum, Laboratory of Molecular Biology and Virology, 40-851, Katowice, Poland.', 'American Medical Clinic, 40-600, Katowice, Poland.'], 'Dariusz Boroń': ['Department of Histology, Cytophysiology and Embryology, Faculty of Medicine in Zabrze, Academy of Silesia in Katowice, 41-800, Zabrze, Poland.', 'Department of Gynecology and Obstetrics, Faculty of Medicine in Zabrze, Academy of Silesia in Katowice, 41-800, Zabrze, Poland.', 'Department of Gynecology and Obstetrics with Gynecologic Oncology, Ludwik Rydygier Memorial Specialized Hospital, 31-826, Kraków, Poland.', 'Department of Gynecology and Obstetrics, TOMMED Specjalisci od Zdrowia, 40-662, Katowice, Poland.'], 'Marcin Oplawski': ['Department of Gynecology and Obstetrics with Gynecologic Oncology, Ludwik Rydygier Memorial Specialized Hospital, 31-826, Kraków, Poland.', 'Department of Gynecology and Obstetrics, Faculty of Medicine and Health Sciences, Andrzej Frycz Modrzewski University in Cracow, 30-705, Cracow, Poland.'], 'Beniamin Oskar Grabarek': ['Department of Histology, Cytophysiology and Embryology, Faculty of Medicine in Zabrze, Academy of Silesia in Katowice, 41-800, Zabrze, Poland.', 'Department of Gynecology and Obstetrics, Faculty of Medicine in Zabrze, Academy of Silesia in Katowice, 41-800, Zabrze, Poland.', 'Gyncentrum, Laboratory of Molecular Biology and Virology, 40-851, Katowice, Poland.', 'Department of Gynecology and Obstetrics with Gynecologic Oncology, Ludwik Rydygier Memorial Specialized Hospital, 31-826, Kraków, Poland.', 'Department of Gynecology and Obstetrics, TOMMED Specjalisci od Zdrowia, 40-662, Katowice, Poland.']}"
18,Opposite changes in the expression of clathrin and caveolin-1 in normal and cancerous human prostate tissue: putative clathrin-mediated recycling of EGFR,36869937,"Xie B, Zuhair H, Henrique R, Millar M, Robson T, Thrasivoulou C, Dickens K, Pendjiky J, Muneer A, Patel H, Ahmed A",Histochem Cell Biol. 2023 Jun;159(6):489-500. doi: 10.1007/s00418-023-02183-8,Xie B,Histochem Cell Biol,2023,PMC10247851,10.1007/s00418-023-02183-8,"Cancer, Caveolin, Clathrin, EGFR, Endocytosis, Prostate",0,"{'Boyu Xie': [""Centre for Stem Cells and Regenerative Medicine, King's College London, London, UK.""], 'Hawra Zuhair': [""Centre for Stem Cells and Regenerative Medicine, King's College London, London, UK.""], 'Rui Henrique': ['Department of Pathology and Cancer Biology and Epigenetics Group, Portuguese Oncology Institute of Porto and Department of Pathology and Molecular Immunology, Abel Salazar Institute of Biomedical Sciences, University of Porto, Porto, Portugal.'], 'Michael Millar': [""Queen's Medical Research Institute, University of Edinburgh, Edinburgh, UK.""], 'Timothy Robson': ['Research Department of Cell and Developmental Biology, The Centre for Cell and Molecular Dynamics, Rockefeller Building, University College London, London, UK.'], 'Christopher Thrasivoulou': ['Research Department of Cell and Developmental Biology, The Centre for Cell and Molecular Dynamics, Rockefeller Building, University College London, London, UK.'], 'Kerry Dickens': [""Centre for Stem Cells and Regenerative Medicine, King's College London, London, UK.""], 'Jane Pendjiky': ['Research Department of Cell and Developmental Biology, The Centre for Cell and Molecular Dynamics, Rockefeller Building, University College London, London, UK.'], 'Asif Muneer': ['Division of Surgery, University College Hospital, London, UK.'], 'Hiten Patel': ['Department of Urology, University Hospital of North Norway, 9038, Tromsö, Norway.'], 'Aamir Ahmed': [""Centre for Stem Cells and Regenerative Medicine, King's College London, London, UK. aamir.ahmed@ucl.ac.uk."", 'Research Department of Cell and Developmental Biology, The Centre for Cell and Molecular Dynamics, Rockefeller Building, University College London, London, UK. aamir.ahmed@ucl.ac.uk.']}"
19,A proteomic signature and potential pharmacological opportunities in the adaptive resistance to MEK and PI3K kinase inhibition in pancreatic cancer cells,37140101,"Aguilar-Valdés A, González-Vela F, Sánchez-Vidal H, Martínez-Aguilar J",Proteomics. 2023 Aug;23(16):e2300041. doi: 10.1002/pmic.202300041,Aguilar-Valdés A,Proteomics,2023,,10.1002/pmic.202300041,"MEK and PI3K, kinase inhibition, pancreatic cancer, proteomics, resistance",0,"{'Alain Aguilar-Valdés': ['Red de Apoyo a la Investigación, Coordinación de la Investigación Científica, Universidad Nacional Autónoma de México, Mexico City, Mexico.', 'Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional, Mexico City, Mexico.'], 'Francisco González-Vela': ['Red de Apoyo a la Investigación, Coordinación de la Investigación Científica, Universidad Nacional Autónoma de México, Mexico City, Mexico.', 'Facultad de Estudios Superiores Cuautitlán, Universidad Nacional Autónoma de México, Mexico City, Mexico.'], 'Hilda Sánchez-Vidal': ['Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán, Mexico City, Mexico.'], 'Juan Martínez-Aguilar': ['Red de Apoyo a la Investigación, Coordinación de la Investigación Científica, Universidad Nacional Autónoma de México, Mexico City, Mexico.']}"
20,Plant extract from Caesalpinia spinosa inhibits cancer-associated fibroblast-like cells generation and function in a tumor microenvironment model,36923867,"Jiménez MC, Prieto K, Lasso P, Gutiérrez M, Rodriguez-Pardo V, Fiorentino S, Barreto A",Heliyon. 2023 Mar 2;9(3):e14148. doi: 10.1016/j.heliyon.2023.e14148,Jiménez MC,Heliyon,"2023, 03/02/2023",PMC10009686,10.1016/j.heliyon.2023.e14148,"Interactions in the tumor microenvironment (TME) between tumor cells and stromal cells such as cancer-associated fibroblasts (CAF) favor increased survival, progression, and transformation of cancer cells by activating mechanisms of invasion and metastasis The design of new therapies to modulate or eliminate the CAF phenotype or functionality has been the subject of recent research including natural product-based therapies We have previously described the generation of a standardized extract rich in polyphenols obtained from the Caesalpinia spinosa plant (P2Et), which present antitumor activities in breast cancer and melanoma models through activities that modulate the metabolism of tumor cells or induce the development of the immune response In this work, a model of CAF generation was initially developed from the exposure of 3T3 fibroblasts to the cytokine TGFβ1 CAF-like cells generated in this way exhibited changes in the expression of Caveolin-1 and α-SMA, and alterations in glucose metabolism and redox status, typical of CAFs isolated from tumor tissues Then, P2Et was shown to counteract in vitro-induced CAF-like cell generation, preventing caveolin-1 loss and attenuating changes in glucose uptake and redox profile This protective effect of P2Et translates into a decrease in the functional ability of CAFs to support colony formation and migration of 4T1 murine breast cancer tumor cells In addition to the functional interference, the P2Et extract also decreased the expression of genes associated with the epithelial-mesenchymal transition (EMT) and functional activities related to the modulation of the cancer stem cells (CSC) population This work is an in vitro approach to evaluate natural extracts' effect on the interaction between CAF and tumor cells in the tumor microenvironment, thus, these results open the chance to design a more profound and mechanistic analysis to explore the molecular mechanisms of P2Et multimolecular activity and extent this analysis to an in vivo perspective In summary, we present here a standardized polymolecular natural extract that has the potential to act in the TME by interfering with CAF generation and functionality",1,"{'Maria Camila Jiménez': ['Grupo de Inmunobiología y Biología Celular, Facultad de Ciencias, Pontificia Universidad Javeriana, Colombia.'], 'Karol Prieto': ['Grupo de Inmunobiología y Biología Celular, Facultad de Ciencias, Pontificia Universidad Javeriana, Colombia.'], 'Paola Lasso': ['Grupo de Inmunobiología y Biología Celular, Facultad de Ciencias, Pontificia Universidad Javeriana, Colombia.'], 'Melisa Gutiérrez': ['Grupo de Inmunobiología y Biología Celular, Facultad de Ciencias, Pontificia Universidad Javeriana, Colombia.'], 'Viviana Rodriguez-Pardo': ['Grupo de Inmunobiología y Biología Celular, Facultad de Ciencias, Pontificia Universidad Javeriana, Colombia.'], 'Susana Fiorentino': ['Grupo de Inmunobiología y Biología Celular, Facultad de Ciencias, Pontificia Universidad Javeriana, Colombia.'], 'Alfonso Barreto': ['Grupo de Inmunobiología y Biología Celular, Facultad de Ciencias, Pontificia Universidad Javeriana, Colombia.']}"
